 slur,reading,image
 urn:cite:hmt:venAslur.24-1,urn:cts:greekLit:tlg001.tlg0012.msA:24.213@ἄντιτα,"urn:cite:hmt:vaimg.VA315RN-0485@0.423,0.3506,0.062,0.024"
